10.106.222.96,csr01.cisco.com,2018-Dec-06 20:25:55,2018-Dec-06 16:11:32,100.0,100.0
10.106.222.96,csr01.cisco.com,2018-Dec-06 20:10:53,2018-Dec-06 16:11:32,100.0,100.0
10.106.222.96,csr01.cisco.com,2018-Dec-06 19:55:51,2018-Dec-06 16:11:32,100.0,100.0
